Title:,Outer,,,,,,,
Parameters:,,,,,,,,
,,,,,,,,
DAQ Settings:,,,,,,,,
Frequency Limit,2000,,,,,,,
Spectral Lines,1600,,,,,,,
Number of Blocks,8,,,,,,,
Total Data Rows,32768,,,,,,,
Channels:,,,,,,,,
Legend,Hor Accl,H Acc,Channel3,Channel4,Ver Accl,Speed,Torque,Channel8
,,,,,,,,
On/Off,OFF,OFF,OFF,OFF,ON,ON,ON,OFF
,,,,,,,,
Volts/Unit,0.1,0.1,1,1,0.1,1,0.0067,1
,,,,,,,,
Data,,,,,,,,
1.015039,0.876733,-0.030241,,,,,,
1.54655,0.865439,-0.07693,,,,,,
1.550117,0.873677,-0.10098,,,,,,
1.053574,0.866755,-0.099358,,,,,,
-0.049151,0.871854,-0.064932,,,,,,
-0.85972,0.867597,-0.013519,,,,,,
-1.14371,0.870705,0.04626,,,,,,
-1.349264,0.868612,0.093844,,,,,,
-1.203009,0.871085,0.114667,,,,,,
-0.525616,0.869026,0.104132,,,,,,
0.392148,0.870597,0.058449,,,,,,
1.02236,0.869799,0.005191,,,,,,
1.485522,0.870187,-0.041321,,,,,,
1.458956,0.868825,-0.067624,,,,,,
0.834343,0.869192,-0.068578,,,,,,
-0.185392,0.869023,-0.041197,,,,,,
-0.846595,0.869348,0.000444,,,,,,
-1.161458,0.869621,0.035452,,,,,,
-1.296319,0.869359,0.059448,,,,,,
-1.198043,0.869351,0.062704,,,,,,
-0.46236,0.869256,0.034179,,,,,,
0.591786,0.868867,-0.012406,,,,,,
1.200186,0.868493,-0.067158,,,,,,
1.490451,0.868535,-0.098535,,,,,,
1.375343,0.868255,-0.111683,,,,,,
0.56809,0.868217,-0.095161,,,,,,
-0.507955,0.868308,-0.061807,,,,,,
-0.994616,0.868175,-0.009117,,,,,,
-1.161211,0.867884,0.039565,,,,,,
-1.243894,0.868466,0.074705,,,,,,
-0.898426,0.868397,0.087814,,,,,,
-0.001944,0.868258,0.080264,,,,,,
0.702898,0.86804,0.053712,,,,,,
1.12366,0.867207,0.024233,,,,,,
1.490909,0.867575,-0.006917,,,,,,
1.193125,0.867506,-0.0272,,,,,,
0.159464,0.868203,-0.037322,,,,,,
-0.48179,0.867864,-0.036938,,,,,,
-0.655828,0.868042,-0.035356,,,,,,
-1.123831,0.868225,-0.028676,,,,,,
-1.353213,0.868226,-0.023619,,,,,,
-0.872964,0.867391,-0.024513,,,,,,
-0.213219,0.868331,-0.027632,,,,,,
0.584566,0.866531,-0.035073,,,,,,
1.340429,0.867898,-0.032123,,,,,,
1.566731,0.866796,-0.029663,,,,,,
1.013144,0.868443,-0.013611,,,,,,
0.113621,0.866994,0.010291,,,,,,
-0.638517,0.869312,0.040218,,,,,,
-1.177012,0.865778,0.064473,,,,,,
-1.30123,0.867986,0.088794,,,,,,
-1.081795,0.864437,0.089132,,,,,,
-0.546969,0.868892,0.075045,,,,,,
0.379129,0.863331,0.044862,,,,,,
1.180137,0.869268,0.000887,,,,,,
1.424207,0.86262,-0.036778,,,,,,
1.186852,0.870258,-0.057399,,,,,,
0.601929,0.862119,-0.052648,,,,,,
-0.48968,0.871539,-0.029669,,,,,,
-1.035691,0.860231,0.004648,,,,,,
-1.021418,0.873819,0.046882,,,,,,
-0.866675,0.856842,0.070412,,,,,,
-0.751307,0.87843,0.080043,,,,,,
-0.191678,0.848364,0.061518,,,,,,
0.599208,0.892497,0.020337,,,,,,
1.103963,0.81835,-0.017008,,,,,,
1.211645,0.978462,-0.053976,,,,,,
1.050076,0.248111,-0.060546,,,,,,
0.414499,-5.163052,-0.037874,,,,,,
-0.550362,-5.398526,0.006978,,,,,,
-0.926345,-5.396286,0.061708,,,,,,
-0.981985,-5.364128,0.111931,,,,,,
